,id,created_at,text,u_id,u_name,u_created_at,u_description,u_followers_count,type,c_country,u_screen_name,u_friends_count,location.lon,location.lat,geometry,index_right,name,base_year,name_eng,code
9178515,371598627635871744,1377430991000.0,@heydayofmine 버니니밖에 안마시면서 무슨.. 와인 마실거면 이쪽으로 오던가. 아아아아~ 내일 출근하기 무서워. 선선해질때까지 딱 일주일만 더 쉬었으면 좋겠다.,195752774,빛ㄴㅏ,1285596371000.0,아홉수지...싶ㄷㅏ,46,ll,KOR,buster0108,74,126.91811501,37.55212116,POINT (126.91811501 37.55212116),210.0,서교동,2018,Seogyo-dong,1114066
9179135,371599442077425666,1377431185000.0,"@heydayofmine 집에 와인도 사가. 술은, 집에 가서 샤워 다 하고 거실에서 티비보며 마시는 술이 짱이다.",195752774,빛ㄴㅏ,1285596371000.0,아홉수지...싶ㄷㅏ,46,ll,KOR,buster0108,74,126.91811501,37.55212116,POINT (126.91811501 37.55212116),210.0,서교동,2018,Seogyo-dong,1114066
9191507,367282041177374720,1376401837000.0,테라스.와인 (at 홍대 주차장거리) [pic] — https://t.co/jdM6LQZHnq,236215077,그림숲 ,1294626342000.0,'볼 수 있다면 그릴 수 있다',322,ll,KOR,grimsoop07,403,126.92116999999999,37.55167,POINT (126.92117 37.55167),210.0,서교동,2018,Seogyo-dong,1114066
9241373,375818000240111616,1378436968000.0,@Vejjang_e 전주사람왈 콩나물국밥이좋다고 엔하위키에 전주맛집소개된글은 참조하세요,726018253,시각안내견,1343653192000.0,인간을 위해 빛을 인도하는 견공,179,ll,KOR,rememberdog,237,126.92281499999999,37.554590000000005,POINT (126.922815 37.55459),210.0,서교동,2018,Seogyo-dong,1114066
9241750,376224908965339136,1378533982000.0,"간만에 연인과 테이블 파이블즈-2년 전엔 둘만의 맛집이었는데, 지금은 유명해졌나봐.... @ Five Tables http://t.co/NYkuPJ8giD",70966352,noi,1251898885000.0,"국어국문학, 신문방송학, 현대소설, 84년생, 대학생, 박민규, 아멜리 노통, 쓰레기, 모텔방, 겨울",504,ll,KOR,noisexup,139,126.91702566,37.54949387,POINT (126.91702566 37.54949387),210.0,서교동,2018,Seogyo-dong,1114066
9320469,402150868071763970,1384715213000.0,Saturday night dinner @ #hongdae #restaurant #맛집 #2CHEF 투셰프 / #MOZZARELLA #TOMATO #PASTA @ 2-CHEF IN… http://t.co/LKYJObh9jc,35465170,ALIX KIM 형수,1240752927000.0,"어제는 영화 마케터, 오늘은 크리에이티브 디렉터, 내일은 셰프│Creative director & Music video director│랩트윗당, 을밀대당 당주│와인, 요리, 음악, 마케팅,  맞팔, 프랑스, 리옹, 예술, 문화, VINJU, 발꾸락",20243,ll,KOR,hyungsu,21909,126.92485869,37.55676974,POINT (126.92485869 37.55676974),210.0,서교동,2018,Seogyo-dong,1114066
9323336,405889184688136192,1385606497000.0,@holic43 홍대맛집 추천해줘,586217378,헬로러블리♩,1337571645000.0,의미없는 하트,115,ll,KOR,Hellolovely1110,100,126.92610400000001,37.553584,POINT (126.926104 37.553584),210.0,서교동,2018,Seogyo-dong,1114066
9336667,396236717566742529,1383305169000.0,핫플레이스래요~~~!!!ㅋㅋㅋ (@ 공수간 홍대점 w/ 3 others) [pic]: http://t.co/VLiZqYkMVi,368279107,만두쓍!!,1315221876000.0,그 남자의 처진 어깨가 좋다!! ,636,ll,KOR,nade_sho,262,126.92401348,37.55256895,POINT (126.92401348 37.55256895),210.0,서교동,2018,Seogyo-dong,1114066
9372943,404861199978094592,1385361406000.0,월요일 점심요리 찹쌀탕수육 #먹스타그램 #홍대맛집 #동보성 @ 동보성 http://t.co/UKbxrUmVvH,177475489,Issac Squab,1281594681000.0,"앨범발매. 
아이삭스쿼브(Issac Squab)
- 매콤한라디오 : HOTFLAVA (1/2)",1577,ll,KOR,issacsquab,120,126.924076,37.558276,POINT (126.924076 37.558276),210.0,서교동,2018,Seogyo-dong,1114066
9408178,413158272569335808,1387339582000.0,"@netaskitchen 연남동 맛집은 툭툭, 히메지 뿐이던가요?? 감나무 기사식당 말고 6명이 갈때가 김뿌라?? 아~ 초면에 도움 요청드려도 될까요??",67209263,D.G.LEE a.k.a ejpapa,1250737272000.0,가족만화디자인GEEK쇼핑콜렉터인라인자전거 등 다방면에 관심많은 74년생,91,ll,KOR,BoytoPapa,185,126.92121071,37.56407466,POINT (126.92121071 37.56407466),214.0,연남동,2018,Yeonnam-dong,1114071
9417274,413512156152217601,1387423955000.0,@Bummy_D 홍대시죠? 맛집 공유좀..,301212967,eichi,1305772591000.0,"나는 이제 글을 쓰지도, 그림을 그리지도 못해요. 말조차 제대로 할 수 없어. 그래서 잠이 는 일은 참으로 다행이죠.",79,ll,KOR,h_chaos,102,126.92337309999999,37.559844299999995,POINT (126.9233731 37.55984429999999),210.0,서교동,2018,Seogyo-dong,1114066
9434370,413159284042924032,1387339824000.0,망원동 우동 맛집이 돈가스 맛집으로~ http://t.co/kLfzvA9Mvi,2208848845,달걀,1385121049000.0,,31,ll,KOR,suenozzz,88,126.9116253,37.5559092,POINT (126.9116253 37.5559092),210.0,서교동,2018,Seogyo-dong,1114066
9453107,414376194448977920,1387629958000.0,상수 무대륙 와인 1+1 wine Event 합니다!.2월.14일까지래요 http://t.co/qOCtz8KTmo,129689716,Casey Han,1270438370000.0,"미식이라기보단 대식가, cat lover, coffee addict, 적절한 애/음주가, SNS 는 적당히, 박애보단 편애, 야참 신봉, 부산, Vancouver, Winnipeg, Montreal, but now in Seoul",48,ll,KOR,Thewhitepigcat,116,126.9152892,37.5534935,POINT (126.9152892 37.5534935),210.0,서교동,2018,Seogyo-dong,1114066
9464289,411460424639737856,1386934784000.0,강용석의 고소한 19 맛집! 태국 고춧가루도 있어~  #먹스타그램 #타이요리 @ Kon Thai 콘타이 http://t.co/t9ZD2h9xxp,76245656,Gogiterian,1253592271000.0,고기없는 세상은 상상할수없다!,58,ll,KOR,gogiterian,168,126.920727,37.549088,POINT (126.920727 37.549088),210.0,서교동,2018,Seogyo-dong,1114066
9490199,408189581432221696,1386154954000.0,"waiting for you
#먹스타그램 #와인 #wine @ 가톨릭청년회관 CYC ""다리"" http://t.co/PoIyu5rksT",65589297,shinysun 키크당 2대 당주,1250236096000.0,|1983|Research Engineer @ LGE|Catholic|Saint Gabriel Possenti|#키크당 부당주|#연구연구소 연구원|FACEBOOK HOLIC|Air Jordan|,878,ll,KOR,shiny_sun,264,126.92329425,37.55708875,POINT (126.92329425 37.55708875),210.0,서교동,2018,Seogyo-dong,1114066
9526048,412522805822242816,1387188075000.0,#김피라 #kimpira #순대그라탕 #홍대 #맛집 @ Kimpira(김피라) http://t.co/sgE5itFRHv,211201500,금션,1288714668000.0,서울女21/English Edu./photo tweet/넥센히어로즈/응답하라1994,134,ll,KOR,kkssooo,127,126.920924,37.548846000000005,POINT (126.920924 37.548846),210.0,서교동,2018,Seogyo-dong,1114066
9585269,417733670775308288,1388430442000.0,"@goingtogether12 @ahncs111 
안철수 새정치 !  성공할려면 김종필 을 생각 하면 부활할것
 30명은 얻어야 하는데 쉽지가 안을것 같네요 . 국민의.신뢰
받으면  ?   숙성된 와인  을 준비.""와인이 익어가는 대한민국 만드세요""",393200806,신종춘,1318915177000.0,그~생산하는사람. 쇼생크탈출.운동본부.하트299.정책개발자.개발자.발견자.기획자.아리수에 핀 무궁화 꽃.통큰마. 음. 간큰마음환경Artist. 전략가.애풀2050환경Freedom is not free 운동본부발명가 . 환경마켓터,62,ll,KOR,jchoun2050,36,126.91211499999999,37.552881799999994,POINT (126.912115 37.55288179999999),210.0,서교동,2018,Seogyo-dong,1114066
9631346,413625029772189696,1387450866000.0,와인잔 안에 또 잔 •_• #와인과마오따이 #결과가궁금 #회식이라니 #시작합니다 @ 하오커 메세나폴리스점 http://t.co/UAn94SrTl1,45586155,リュミ。,1244474146000.0,"Barista & Social Media Specialist at Starbucks. Coffee Master. Working with iPhone, iPad, MacBook Pro Retina, MacBook Pro. All tweets are personal.",1489,ll,KOR,ryumiblue,1745,126.91448446,37.55040387,POINT (126.91448446 37.55040387),210.0,서교동,2018,Seogyo-dong,1114066
9671126,418703138691239936,1388661582000.0,와인한잔... @ BOX http://t.co/BkZq43slNd,927366444,mars,1352113220000.0,,43,ll,KOR,FloorgangzMars,62,126.92384299999999,37.559714,POINT (126.923843 37.559714),210.0,서교동,2018,Seogyo-dong,1114066
9727193,418261979460304896,1388556401000.0,#happynewyear #dinner #2chef #hongdae #홍대 #맛집 #먹스타그램 @ 2-CHEF IN RED GLASS http://t.co/vvDeoEPofZ,35465170,ALIX KIM 형수,1240752927000.0,"어제는 영화 마케터, 오늘은 크리에이티브 디렉터, 내일은 셰프│Creative director & Music video director│랩트윗당, 을밀대당 당주│와인, 요리, 음악, 마케팅,  맞팔, 프랑스, 리옹, 예술, 문화, VINJU, 발꾸락",20275,ll,KOR,hyungsu,21861,126.92485869,37.55676974,POINT (126.92485869 37.55676974),210.0,서교동,2018,Seogyo-dong,1114066
9727348,418261534373343232,1388556295000.0,#happynewyear #dinner #2chef #hongdae #홍대 #맛집 #먹스타그램 @ 2-CHEF IN RED GLASS http://t.co/FPiw7GpNQj,35465170,ALIX KIM 형수,1240752927000.0,"어제는 영화 마케터, 오늘은 크리에이티브 디렉터, 내일은 셰프│Creative director & Music video director│랩트윗당, 을밀대당 당주│와인, 요리, 음악, 마케팅,  맞팔, 프랑스, 리옹, 예술, 문화, VINJU, 발꾸락",20275,ll,KOR,hyungsu,21861,126.92485869,37.55676974,POINT (126.92485869 37.55676974),210.0,서교동,2018,Seogyo-dong,1114066
9727355,418261682293841920,1388556330000.0,#happynewyear #dinner #2chef #hongdae #홍대 #맛집 #먹스타그램 @ 2-CHEF IN RED GLASS http://t.co/2xyluqtLny,35465170,ALIX KIM 형수,1240752927000.0,"어제는 영화 마케터, 오늘은 크리에이티브 디렉터, 내일은 셰프│Creative director & Music video director│랩트윗당, 을밀대당 당주│와인, 요리, 음악, 마케팅,  맞팔, 프랑스, 리옹, 예술, 문화, VINJU, 발꾸락",20275,ll,KOR,hyungsu,21861,126.92485869,37.55676974,POINT (126.92485869 37.55676974),210.0,서교동,2018,Seogyo-dong,1114066
9737022,426867720118759424,1390608169000.0,비가 후두둑 후두둑. 이상한 와인 테이스팅 대회에 나가는 꿈을 꿨다. 와인 테이스팅을 잘하는 나라를 뽑는 대회라는 것 부터 어쩐지 이상한데 우리나라가 우승해서 당황함.,129639272,yangyang,1270425659000.0,-ing-yo!,299,ll,KOR,mistyang,229,126.92554380000001,37.5642961,POINT (126.9255438 37.5642961),214.0,연남동,2018,Yeonnam-dong,1114071
9744474,426385681787539456,1390493243000.0,"유레카_팩와인발견_기특해라
자주애용할전망_
디아블로&amp;120도 기대고대중_
므흣므흣_ http://t.co/LozGh4MSia",296707620,이기자,1305101775000.0,직장인,23,ll,KOR,interview28,117,126.91133364,37.55725858,POINT (126.91133364 37.55725858),210.0,서교동,2018,Seogyo-dong,1114066
9747280,426991430968819712,1390637664000.0,와인한잔이 무척 어울리는 날씨이기도 합니다! (22서더맘의 쥔장 고양이 아깽이시절 사진입니다. 현재는 약 9.5배 더 큽니다. ㅠㅠ) http://t.co/03fMd8z9i6,295063701,Chef Hannah,1304845756000.0,추운 겨울엔 역시 진한 그래이비 얹은 스웨디쉬 밋볼이 최고!! @22sodermalm,529,ll,KOR,22sodermalm,194,126.92021364,37.54951229,POINT (126.92021364 37.54951229),210.0,서교동,2018,Seogyo-dong,1114066
9753649,423384420175724544,1389777686000.0,홍대맛집혼가츠돈까스맛있다캬캬,1386901777,남고래,1367153373000.0,,186,ll,KOR,nhhnhh43,154,126.92174777,37.5526208,POINT (126.92174777 37.5526208),210.0,서교동,2018,Seogyo-dong,1114066
9792168,433973602262609920,1392302344000.0,@baeryo 네 결국 집에서 도민준과 와인 한 잔하고 밖에서 또 한 잔. 담에 한 번 같이 해요. 감기 빨리 나으시고요.,101448981,윤혜정,1262513975000.0,Back to the BASiC,147,ll,KOR,ttokki111,170,126.93200249,37.55483224,POINT (126.93200249 37.55483224),210.0,서교동,2018,Seogyo-dong,1114066
9801662,433899454757105664,1392284666000.0,삼치백반. (@ 강녹수 와인생삼겹살) http://t.co/vaa6cF7hs9,116684150,하늘빛소년,1266913363000.0,"온라인 책방 알라딘에서 인문, 사회, 역사, 과학 분야를 맡습니다. 편집자란 언제나 다른 가능성을 상상하는 사람이라 믿으며, 언젠가 '편집자를 위한 실험실'을 짓고 책과 출판을 연구하는 꿈을 품고 삽니다. 공식 애칭은 서경식 선생님께서 지어주신 바갈라딘.",5050,ll,KOR,sherpa21,464,126.92258552,37.55728353,POINT (126.92258552 37.55728353),210.0,서교동,2018,Seogyo-dong,1114066
9830504,437300760955846657,1393095600000.0,"상수역 브런치맛집에서. #EggBenedict #honeybowl ₩13,500 @ HONEY BOWL http://t.co/D4Xoz8yF7Q",319422509,hyogon,1308365762000.0,be brave,7,ll,KOR,lovelyxk,3,126.91983451,37.54843664,POINT (126.91983451 37.54843664),210.0,서교동,2018,Seogyo-dong,1114066
9837712,432450251731902464,1391939149000.0,홍대 홍's 쭈구미 맛집이긴하나 매운맛은 미친듯이맵다,449196313,박병준,1325106831000.0,,251,ll,KOR,JJunny13,200,126.92230556,37.55399666,POINT (126.92230556 37.55399666),210.0,서교동,2018,Seogyo-dong,1114066
9851689,436368406267195392,1392873310000.0,#롤링라이스 #까치산 #맛집 까치산역에 드디어 롤링라이스가 오픈된답니다!! 많이오셔서 맛있는 롤링라이스도 드시고 후기도 올려주세요!!,544062661,롤링라이스 코리아,1333438132000.0,,247,ll,KOR,Rolling_Rice,440,126.9207228,37.5492415,POINT (126.9207228 37.5492415),210.0,서교동,2018,Seogyo-dong,1114066
9852855,436369911749672960,1392873668000.0,#롤링라이스 #까치산 #맛집 까치산역에 드디어 롤링라이스가 오픈된답니다!! 많이오셔서 건강하고 맛있는 분식 롤링라이스도 드시고 후기도 올려주세요!!,544062661,롤링라이스 코리아,1333438132000.0,,247,ll,KOR,Rolling_Rice,440,126.920709,37.5493419,POINT (126.920709 37.5493419),210.0,서교동,2018,Seogyo-dong,1114066
9889276,438659851091079169,1393419633000.0,와인하니생각나는 월요일부터술달린우리. 혜유니와 헷 http://t.co/9cKc0T9IcC,220023716,Hyunjin Park,1290784880000.0,,23,ll,KOR,liveconcert14,55,126.92667240000002,37.560781899999995,POINT (126.9266724 37.56078189999999),210.0,서교동,2018,Seogyo-dong,1114066
9905885,445132074845216768,1394962731000.0,휴학생들의 쓸쓸한 맛집탐험 (@ 쵸쵸) [pic]: http://t.co/7TQOQ0nGQp,276991266,동면형_AuNeco,1301925068000.0,고양이지만 레밍입니다. 간간히 깨서 트윗합니다.,360,ll,KOR,Auneco,455,126.92762525,37.55563846,POINT (126.92762525 37.55563846),210.0,서교동,2018,Seogyo-dong,1114066
9907229,445170376482783232,1394971863000.0,#미즈컨테이너 #바베큐플레이트 #포테이토 #감자칩 #바베큐 #오징어 #콘샐러드 #샐러드 #맛스타그램 #먹스타그램 #먹스타 #맛스타 #맛집 #배고파 #맛있다 #주말 #일상… http://t.co/JsEIxDbjiq,157835005,김리라,1277083804000.0,김리라 / KIM RIRA / riratity / 서울,169,ll,KOR,riratity,254,126.92391373,37.55163569,POINT (126.92391373 37.55163569),210.0,서교동,2018,Seogyo-dong,1114066
9909540,440993346442391552,1393975981000.0,"#먹스타그램 #노랑통닭 #홍대 치킨 맛집이라는 블로그글을 보고 반신반의하며 찾아간 이곳은 순살 3종세트인 후라이, 양념, 깐풍기 가 좋은것 같다 가격은 조금 있는 편이지만 양과 맛은… http://t.co/BDTYaGWb29",212852418,이명규,1289113719000.0,너는 미래를 살아 나는 과거에 갇혀살며 모든 것 짊어질테니까,61,ll,KOR,leemk323,201,126.92207929,37.55407303,POINT (126.92207929 37.55407303),210.0,서교동,2018,Seogyo-dong,1114066
9948805,442251843742490624,1394276030000.0,여기 맛집인가효? (@ Blanc) http://t.co/NYAl3Ge39M,96681520,antidust,1260760049000.0,"웹광고쟁이, 게임, 햄버거 신제품 시식",146,ll,KOR,antidust1218,68,126.92645459999999,37.55864388,POINT (126.9264546 37.55864388),210.0,서교동,2018,Seogyo-dong,1114066
9960748,443282610815389696,1394521784000.0,@dayean0408 음식반입은 되도록 자제하고 있는데...식재료 수준으로 준비해 오신다면...아님 맛집의 음식이라면...음...ㅋㅋㅋ,135828651,SG won-honey!!!!,1271930352000.0,"jjolkit center, zombie movie mania, a little bit macho but sensitive, 맞팔은 내가 원할때..",1186,ll,KOR,komazzinga,398,126.92583011,37.55524561,POINT (126.92583011 37.55524561),210.0,서교동,2018,Seogyo-dong,1114066
9974979,447939692697505792,1395632119000.0,올해 첫 라이딩하고 상수에서 일층에 문 연 곳 아무데나 들어왔는데 맛집인가?줄서서 먹네. 곤드레 나물밥과 제육볶음~ (@ 옹달샘) http://t.co/NHY4BNw4bA http://t.co/zHGsVvzmVc,110756051,f a y o u n g,1265131456000.0,"orchestra/travel/salsa/scuba diving/bicycle/spanish/baseball/
-

learn, love, live,, leave♥",249,ll,KOR,bellacellist,284,126.919697,37.548451,POINT (126.919697 37.548451),210.0,서교동,2018,Seogyo-dong,1114066
10005581,442593203439427585,1394357417000.0,테이스티로드에도 나왔던 상수 맛집 UFF 정복! http://t.co/LXqFIVmzLp,61680494,유드리,1249011076000.0,"The feeling, 파스타, 콘텐츠 디자이너, 원모어찬스",508,ll,KOR,ShinyRyu,496,126.91793887,37.54999468,POINT (126.91793887 37.54999468),210.0,서교동,2018,Seogyo-dong,1114066
10035612,449103233592881152,1395909529000.0,휴학생의 맛집탐험기..!! (@ 麺家よし(멘야요시 / Menya Yoshi Restaurant) w/ @niaaaa2222) http://t.co/G7qb4yzZWy http://t.co/fvjYk4k5GY,276991266,동면형_AuNeco,1301925068000.0,고양이지만 레밍입니다. 간간히 깨서 트윗합니다.,359,ll,KOR,Auneco,454,126.92672253,37.55623055,POINT (126.92672253 37.55623055),210.0,서교동,2018,Seogyo-dong,1114066
10045234,449829030112403456,1396082572000.0,"낙원상가 근처 줄이 길게 서있길래 맛집인가? 하고 잔뜩산 빵맛은..? 
애들한테 혼만남!! ㅎㅎㅎㄹㄹㄹ http://t.co/PWnqbeTxpl",184686699,HONGYEOSA,1283149538000.0,다다뮤직이 커먼뮤직으로 사명을 새롭게 변경하였습니다. common_music 을 팔로우 해주세요^^,730,llp,KOR,DADA_MUSIC,705,126.91973902,37.5549552,POINT (126.91973902 37.5549552),210.0,서교동,2018,Seogyo-dong,1114066
10051282,449068840186437632,1395901329000.0,"요즘 나의 본진에 원하지않는 사람들이 몰려온다.
맛집블로거의 서이추는 어찌해야할까?σ^_^;",451242817,香,1325312062000.0,Ah♥︎嬪香,35,ll,KOR,smilingLF,55,126.92301933,37.55483224,POINT (126.92301933 37.55483224),210.0,서교동,2018,Seogyo-dong,1114066
10081656,449546615335178240,1396015239000.0,"#홍대 #조폭떡볶이 드디어 먹었네 ㅋㅋ
#먹스타그램 #먹스타 #맛스타그램 #맛스타 #먹방 #먹짤 #음식 #먹거리 #맛있다 #맛집 #food #맛있어 #배고파 #떡볶이 @ 조폭떡볶이 http://t.co/ZAmU8SoNs9",157835005,김리라,1277083804000.0,김리라 / KIM RIRA / riratity / 서울,172,llp,KOR,riratity,255,126.92135274,37.55039141,POINT (126.92135274 37.55039141),210.0,서교동,2018,Seogyo-dong,1114066
10085337,449132699857326081,1395916554000.0,"22서더맘 디너서비스는 와인 각1병씩 하시는 단골손님 두분과 함께 시작되었습니다. 처음드시던 와인 ""한병더~""하셨는데, 더 없어서 죄송해요.. ""쉐프님이 드셨죠?""라도 물으시니 할말이 없네용.. ㅠㅠ",295063701,Chef Hannah,1304845756000.0,추운 겨울엔 역시 진한 그래이비 얹은 스웨디쉬 밋볼이 최고!! @22sodermalm,571,ll,KOR,22sodermalm,208,126.92021629999999,37.54950466,POINT (126.9202163 37.54950466),210.0,서교동,2018,Seogyo-dong,1114066
10102318,460032111823814657,1398515177000.0,"#아이스크림와플 #빈스빈스 #홍대 #와플
#먹스타그램 #먹스타 #맛스타그램 #맛스타 #먹방 #먹짤 #음식 #먹거리 #맛있다 #맛집 #food #맛있어 #배고파 @ 빈스빈스 홍대 http://t.co/vEbBRXjWZJ",157835005,김리라,1277083804000.0,김리라 / KIM RIRA / riratity / 서울,181,llp,KOR,riratity,257,126.92236234,37.55504226,POINT (126.92236234 37.55504226),210.0,서교동,2018,Seogyo-dong,1114066
10144559,457157291348099073,1397829766000.0,#비너스키친 #맛있다 #맛집 @ 홍대비너스키친 http://t.co/Bvg4sof1kw,430959515,chubbyoiL,1323285387000.0,,374,llp,KOR,mupandaxx,476,126.92189701,37.55276508,POINT (126.92189701 37.55276508),210.0,서교동,2018,Seogyo-dong,1114066
10158644,455658493811634176,1397472425000.0,"오 맛집이구만!! 

#닭도리탕 #막걸리 @ 홍대참새방아간 http://t.co/iszGnSOOM2",112966050,JJONG-JIN,1265788812000.0,"HAPPYCO FeelWell
가구디자이너",168,llp,KOR,nlovely85,176,126.92301933,37.55483224,POINT (126.92301933 37.55483224),210.0,서교동,2018,Seogyo-dong,1114066
10167172,451001366769434624,1396362079000.0,2014/03/31 동네맛집 http://t.co/zkx5x6nRgH,149223638,micky,1275072972000.0,,5,llp,KOR,mickytsai,26,126.92177079999999,37.55817545,POINT (126.9217708 37.55817545),210.0,서교동,2018,Seogyo-dong,1114066
10172477,451325432366104576,1396439342000.0,"#백정 #삼겹살 먹으러 출동!
#점심 은 #뷔페 #저녁 은 #고기 구나ㅋㅋㅋ

#먹스타그램 #먹스타 #맛스타그램 #맛스타 #먹방 #먹짤 #음식 #먹거리 #맛있다 #맛집 #food… http://t.co/5spB9UBmwV",157835005,김리라,1277083804000.0,김리라 / KIM RIRA / riratity / 서울,175,llp,KOR,riratity,256,126.93555689,37.55433332,POINT (126.93555689 37.55433332),210.0,서교동,2018,Seogyo-dong,1114066
10189008,451934265320550400,1396584500000.0,점심 맛집투어 1탄! 상수동 함박식당~ 함박 스테이크 좋아하는편은 아닌데 맛나네~ (at 함박식당) [pic] — https://t.co/h44qBqnrI9,88840550,"January 30th(SY,Lee)",1257823659000.0,Yⓞⓤⓝⓖ's Twit : Married | AB | Aquarius | Journey | Hiking | Cycling | Snowboarding | Photo | Movies | Epicure | Investment | IT Gadget | New Culture | LG Twins,313,llp,KOR,aquasite,349,126.9179,37.555690000000006,POINT (126.9179 37.55569000000001),210.0,서교동,2018,Seogyo-dong,1114066
10210920,456775787866103808,1397738808000.0,리즈너블한 와인 (@ papaver) http://t.co/DOFErBVY3w,73877715,삐리고.,1252846658000.0,"프로그래머. 숙명꼬르동블루. 일꾸오꼬. 제주. 혼자여행. 음식사진. 바비큐. 평양냉면. そばマニア. 만두로더. 겨울산. 서촌올레꾼. 푸른곰팡이. 하나음악. TooEater,Kim 아름다운재단. 한라산",270,llp,KOR,photobakers,266,126.92610812,37.56333548,POINT (126.92610812 37.56333548),214.0,연남동,2018,Yeonnam-dong,1114071
10230471,460005996942090240,1398508950000.0,떡볶이집 맛집 발견! 홍대 또보겠지..버터갈릭 감자튀김도 일품!  #홍대맛집 @ 홍대 또보겠지 떡볶이집 http://t.co/l9dHuSz7yV,221033694,스투시 ,1291043694000.0,"*Poreka MarketingTeam PostVisual(SocialCommunication Team)
*Marketing/AD/DigitalMarketing/SocialMedia
*http://t.co/OR5TNTDw
http://t.co/idVCmeHT",3317,llp,KOR,stussygo,1002,126.92179517,37.55259974,POINT (126.92179517 37.55259974),210.0,서교동,2018,Seogyo-dong,1114066
10272855,462532536334180352,1399111324000.0,홍대맛집왔다 http://t.co/qDR73Mhg0l,785761357,기분좋은_여유,1346112038000.0,3D모델러/게임/잡식성 덕/자덕/폭풍RT주의 /욕트/섹트/조울증 초록성애자/맨션후 팔로 부탁드려요. 맞팔갑니다./겁페,25,llp,KOR,yeu_yu,51,126.9219031,37.5526044,POINT (126.9219031 37.5526044),210.0,서교동,2018,Seogyo-dong,1114066
10278280,464785288917565441,1399648422000.0,"와인 타음!! Nice Place~^^👍 Mojito, Cinderella, Watermelon cooler, Peach crush #모히토 #신데렐라 #워터멜른쿨러 #피치크러쉬… http://t.co/P98Qh0xK37",132572043,Carria ✩캐리아✩,1271175010000.0,S P 더블 E D 스피드 ❤ Always with 유환 金裕桓 ~! 항상 응원할게~,347,llp,KOR,CarriaAu,296,126.92311168,37.55043596,POINT (126.92311168 37.55043596),210.0,서교동,2018,Seogyo-dong,1114066
10279198,468025952853692416,1400421057000.0,#홍대 #쿠킨스테이크 #뉴욕스테이크 #스테이크 #고기 #Instarfood #foodgram #먹스타그램 #먹스타 #맛스타그램 #맛스타 #먹방 #먹짤 #음식 #먹거리 #맛있다 #맛집… http://t.co/xn0gnOlyBq,157835005,김리라,1277083804000.0,김리라 / KIM RIRA / riratity / 서울,181,llp,KOR,riratity,256,126.92464962,37.55661371,POINT (126.92464962 37.55661371),210.0,서교동,2018,Seogyo-dong,1114066
10279660,472635922928783360,1401520159000.0,"프랑스 친구한테 와인을 선물받았는데, 꼭 냉장고에 보관하고 회랑 먹으면 맛있단다. 뭔가 혼란스럽다",721905632,잡식이,1343469989000.0,"En ce moment, j'étudie l'autre langue(l'espagnol, le français, l'anglais)",26,llp,KOR,SanchoHann,156,126.92130060000001,37.555413,POINT (126.9213006 37.555413),210.0,서교동,2018,Seogyo-dong,1114066
10294878,467986106588618752,1400411557000.0,숨겨진 맛집을 찾은 듯한 이 기쁨!! 아! 나 치맥 끊었는데 ㅜㅜ (@ 쿠오코) http://t.co/5n7eMTclel http://t.co/3arADhBP5i,146114103,TTeo(떼오),1274373634000.0,#onesay 당주. Love iphone/ipad/SNS/ Photo/Essay/Travel/Talking/Airplane.,3509,llp,KOR,2TTeodoro,3859,126.93128934,37.55475619,POINT (126.93128934 37.55475619),210.0,서교동,2018,Seogyo-dong,1114066
10305799,470154887259377664,1400928634000.0,#먹스타그램 #맛집 #ChefEspana #홍대 #tapas #올리브버섯볶음 @ Chef España http://t.co/yLkq1VFNbp,203145425,Kino Shin,1287161101000.0,"글쎄요, 나도 내가 궁금한걸요?",111,llp,KOR,KinoShin85,169,126.91831959,37.55084887,POINT (126.91831959 37.55084887),210.0,서교동,2018,Seogyo-dong,1114066
10308407,470146399602892800,1400926611000.0,#먹스타그램 #맛집 #ChefEspana #홍대 #salad #하몽샐러드 @ Chef España http://t.co/90m6LaS4bK,203145425,Kino Shin,1287161101000.0,"글쎄요, 나도 내가 궁금한걸요?",111,llp,KOR,KinoShin85,169,126.91831959,37.55084887,POINT (126.91831959 37.55084887),210.0,서교동,2018,Seogyo-dong,1114066
10349041,463503380392865792,1399342792000.0,"요즘 김희애라는 배우를  
유심히 보고 있노라면 나이듦이란...
성숙한 멋스러움이 뿜어져 나오는 것.
오래 숙성된 와인의 풍미가 깊듯이
고급스럽고 멋지게 자신을 가꾸어
나가는 것이라는 생각이든다. http://t.co/BgWYLYNN1M",102278875,kikki craft handmade,1262754497000.0,"가죽으로 가방 및 소품 수제작, 주문제자ㄱ",110,llp,KOR,kikki278,389,126.9239413,37.5575334,POINT (126.9239413 37.5575334),210.0,서교동,2018,Seogyo-dong,1114066
10375871,470146156811399168,1400926553000.0,#Beer #Beer #Beer #먹스타그램 #맛집 #ChefEspana #홍대 @ Chef España http://t.co/S2TxSxoMPj,203145425,Kino Shin,1287161101000.0,"글쎄요, 나도 내가 궁금한걸요?",111,llp,KOR,KinoShin85,169,126.91831959,37.55084887,POINT (126.91831959 37.55084887),210.0,서교동,2018,Seogyo-dong,1114066
